time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2025-01-13 05:17:48,37.0152452847548,140.149075057836,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1052.7753791613,0.328084,0,0,0,15,5,0,1052.7753791613,0,0,0,0,0,0,41.3, -0.2, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,45.9,0,0,97,3.964,3.937,3.934,0,0,0,0,63.86,1052.7753791613,0,41,Motors_Started,
100,2025-01-13 05:17:48,37.0152452583636,140.149074946413,0,,,1052.7753791613,0.328084,0,0.0338582688,0.0338582688,15,5,0,1052.7753791613,0,0,0.0338582688,0,0,0,41.3, -0.2, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,45.9,0,0,97,3.964,3.937,3.934,0,0,0,0,63.86,1052.7753791613,0,41,Motors_Started,"飛行中. Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 13. Setting new Maximum Flight Altitude to 145m (476 ft)"
200,2025-01-13 05:17:48,37.0152452711451,140.149074909397,0,,,1052.7753791613,0.328084,0,0.043527888532,0.04560695684,15,5,0,1052.7753791613,0,0,0.043527888532,0,0,0,41.3, -0.2, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,45.9,0,0,97,3.964,3.937,3.934,0,0,0,0,63.86,1052.7753791613,0,41,Motors_Started,
300,2025-01-13 05:17:48,37.015245248562,140.149074815235,0,,,1052.7753791613,0.328084,0,0.071898296264,0.074249018124,15,5,0,1052.7753791613,0,0,0.071898296264,0,0,0,41.3, -0.2, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,45.9,0,0,97,3.964,3.937,3.934,0,0,0,0,63.86,1052.7753791613,0,41,Motors_Started,
400,2025-01-13 05:17:48,37.0152452580051,140.149074769672,0,,,1052.7753791613,0.328084,0,0.0845144384,0.087962929324,15,5,0,1052.7753791613,0,0,0.0845144384,0,0,0,41.3, -0.2, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,45.9,0,0,97,3.964,3.937,3.934,0,0,0,0,63.86,1052.7753791613,0,41,Motors_Started,
500,2025-01-13 05:17:48,37.0152455409272,140.149074692013,0,,,1052.7753791613,0.328084,0,0.141750988788,0.19363681722,15,5,0,1052.7753791613,0,0,0.141750988788,0,0,0,41.3, -0.2, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,45.9,0,0,97,3.964,3.937,3.934,0,0,0,0,63.86,1052.7753791613,0,41,Motors_Started,
600,2025-01-13 05:17:48,37.0152455765648,140.149074640256,0,,,1052.7753791613,0.328084,0,0.161660438244,0.213546922844,15,5,0,1052.7753791613,0,0,0.161660438244,0,0,0,41.3, -0.2, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,45.9,0,0,97,3.964,3.937,3.934,0,0,0,0,63.86,1052.7753791613,0,41,Motors_Started,
700,2025-01-13 05:17:48,37.0152456683037,140.149074725716,0,,,1052.7753791613,0.328084,0,0.170128942452,0.255261819192,15,5,0,1052.7753791613,0,0,0.170128942452,0,0,0,41.3, -0.2, 2.8,0,0,1024,1024,1024,1024,0,0,0,0,45.9,0,0,97,3.964,3.937,3.934,0,0,0,0,63.86,1052.7753791613,0,41,Motors_Started,
800,2025-01-13 05:17:48,37.0152457124386,140.149074683172,0,,,1052.7753791613,0.328084,0,0.190425531028,0.275582029816,15,5,0,1052.7753791613,0,0,0.190425531028,0,0,0,41.3, -0.3, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,45.9,0,0,97,3.964,3.937,3.934,0,0,0,0,63.86,1052.7753791613,0,41,Motors_Started,
900,2025-01-13 05:17:49,37.0152459450253,140.149074602251,0,,,1052.7753791613,0.328084,0,0.275041347384,0.36365486728,15,5,0,1052.7753791613,0,0,0.275041347384,0,0,0,41.3, -0.3, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,45.9,0,0,97,3.964,3.937,3.934,0,0,0,0,63.86,1052.7753791613,0,41,Motors_Started,
