time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2025-01-25 03:35:57,0,0,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,314.2, -1.6, -2,0,0,1024,1024,1024,1024,0,0,0,0,313.3,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
100,2025-01-25 03:35:57,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,314.2, -1.7, -2,0,0,1024,1024,1024,1024,0,0,0,0,313.3,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
200,2025-01-25 03:35:58,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,314.2, -1.6, -2,0,0,1024,1024,1024,1024,0,0,0,0,313.3,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
300,2025-01-25 03:35:58,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,314.1, -1.7, -2,0,0,1024,1024,1024,1024,0,0,0,0,313.3,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,"飛行中. Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 18. Setting new Maximum Flight Altitude to 30m (98 ft)"
400,2025-01-25 03:35:58,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,314, -1.5, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,313.3,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
500,2025-01-25 03:35:58,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,314, -1.9, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,313.3,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
600,2025-01-25 03:35:58,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,313.9, -1.3, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,313.3,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
700,2025-01-25 03:35:58,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,314, -1.7, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,313.3,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
800,2025-01-25 03:35:58,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,313.9, -1.8, -2,0,0,1024,1024,1024,1024,0,0,0,0,313.3,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
900,2025-01-25 03:35:58,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,313.8, -1.4, -2,0,0,1024,1024,1024,1024,0,0,0,0,313.2,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
1000,2025-01-25 03:35:58,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,313.7, -1.5, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,313.2,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
1100,2025-01-25 03:35:58,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,312.6, -2.3, -2,0,0,1024,1024,1024,1024,0,0,0,0,313.2,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
1200,2025-01-25 03:35:59,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,312.6, -2.2, -2,0,0,1024,1024,1024,1024,0,0,0,0,313.1,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
1300,2025-01-25 03:35:59,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,312.5, -2.3, -2,0,0,1024,1024,1024,1024,0,0,0,0,313.1,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
1400,2025-01-25 03:35:59,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,0,1055.9468845121,0,0,0,0,0,0,312.4, -2.2, -2,0,0,1024,1024,1024,1024,0,0,0,0,313,0,0,95,3.906,3.886,3.9,0,0,0,0,55.4,1055.9468845121,0,41,Motors_Started,
1500,2025-01-25 03:35:59,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,11.681,1055.9468845121,0,0,0,0,0,0,312.4, -2, -2,0,0,1024,1024,1024,1024,0,0,0,0,312.9,0,0,95,3.906,3.886,3.9,0,0,0,3.845,55.4,1055.9468845121,0,11,AutoTakeoff,
1600,2025-01-25 03:35:59,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,11.681,1055.9468845121,0,0,0,0,0,0,312.4, -2, -2,0,0,1024,1024,1024,1024,0,0,0,0,312.8,0,0,95,3.906,3.886,3.9,0,0,0,3.845,55.4,1055.9468845121,0,11,AutoTakeoff,
1700,2025-01-25 03:35:59,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,11.681,1055.9468845121,0,0,0,0,0,0,312.3, -2, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,312.7,0,0,95,3.906,3.886,3.9,0,0,0,3.845,55.4,1055.9468845121,0,11,AutoTakeoff,
1800,2025-01-25 03:35:59,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,11.681,1055.9468845121,0,0,0,0,0,0,312.2, -2.1, -1.9,0,0,1024,1024,1024,1024,0,0,0,0,312.7,0,0,95,3.906,3.886,3.9,0,0,0,3.845,55.4,1055.9468845121,0,11,AutoTakeoff,
1900,2025-01-25 03:35:59,0,0,0,,,1055.9468845121,0.328084,0,0,0,0,0,11.681,1055.9468845121,0,0,0,0,0,0,312.2, -2.3, -2,0,0,1024,1024,1024,1024,0,0,0,0,312.6,0,0,95,3.906,3.886,3.9,0,0,0,3.845,55.4,1055.9468845121,0,11,AutoTakeoff,
