time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2025-01-13 04:04:30,0,0,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1050.644054618,0.328084,0,0,0,0,0,0,1050.644054618,0,0,0,0,0,0,59.4, 4.2, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,59.3,0,0,96,4.182,4.178,4.177,4.178,0,0,0,57.92,1050.644054618,0,41,Motors_Started,"機体は飛行していません。ビジョンシステムと障害物回避が無効です (Code: 180059)"
200,2025-01-13 04:04:30,0,0,0,,,1050.644054618,0.328084,0,0,0,0,0,0,1050.644054618,0,0,0,0,0,0,59.4, 4.2, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,59.3,0,0,96,4.182,4.178,4.177,4.178,0,0,0,57.92,1050.644054618,0,41,Motors_Started,
400,2025-01-13 04:04:30,0,0,0,,,1050.644054618,0.328084,0,0,0,0,0,0,1050.644054618,0,0,0,0,0,0,59.4, 4.2, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,59.3,0,0,96,4.182,4.178,4.177,4.178,0,0,0,57.92,1050.644054618,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 86. Setting new Maximum Flight Altitude to 30m (98 ft)"
600,2025-01-13 04:04:31,0,0,0,,,1050.644054618,0,0,0,0,0,0,0,1050.644054618,0,0,0,0,0,0,59.5, 4.2, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,59.3,0,0,96,4.182,4.178,4.177,4.178,0,0,0,57.92,1050.644054618,0,41,Motors_Started,"GNSS信号が微弱です。ホバリングが不安定です。慎重に飛行してください (Code: 30002). 機体は飛行していません。ビジョンシステムと障害物回避が無効です (Code: 180059)"
800,2025-01-13 04:04:31,0,0,0,,,1050.644054618,0,0,0,0,0,0,0,1050.644054618,0,0,0,0,0,0,59.6, 4.1, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,59.3,0,0,96,4.182,4.178,4.177,4.178,0,0,0,57.92,1050.644054618,0,41,Motors_Started,GNSSがありません。慎重に飛行してください
1000,2025-01-13 04:04:31,0,0,0,,,1050.644054618,0,0,0,0,0,0,0,1050.644054618,0,0,0,0,0,0,59.6, 4.2, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,59.3,0,0,96,4.182,4.178,4.177,4.178,0,0,0,57.92,1050.644054618,0,41,Motors_Started,
1200,2025-01-13 04:04:31,0,0,0,,,1050.644054618,0,0,0,0,0,0,0,1050.644054618,0,0,0,0,0,0,59.7, 4.1, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,59.3,0,0,96,4.182,4.178,4.177,4.178,0,0,0,57.92,1050.644054618,0,41,Motors_Started,
1400,2025-01-13 04:04:31,0,0,0,,,1050.644054618,0,0,0,0,0,0,16.736,1050.644054618,0,0,0,0,0,0,59.7, 4.1, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,59.3,0,0,96,4.182,4.178,4.177,4.178,0,0,3.68,57.92,1050.644054618,0,41,Motors_Started,
1600,2025-01-13 04:04:32,0,0,0,,,1050.644054618,0,0,0,0,0,0,16.736,1050.644054618,0,0,0,0,0,0,59.8, 4.1, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,59.3,0,0,96,4.182,4.178,4.177,4.178,0,0,3.68,57.92,1050.644054618,0,11,AutoTakeoff,
1800,2025-01-13 04:04:32,0,0,0,,,1050.644054618,0,0,0,0,0,0,16.736,1050.644054618,0,0,0,0,0,0,59.8, 4.1, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,59.3,0,0,96,4.182,4.178,4.177,4.178,0,0,3.68,57.92,1050.644054618,0,11,AutoTakeoff,
2000,2025-01-13 04:04:32,0,0,0,,,1050.644054618,0,0,0,0,0,0,16.736,1050.644054618,0,0,0,0,0,0,59.8, 3.8, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,59.4,0,0,96,4.182,4.178,4.177,4.178,0,0,3.68,57.92,1050.644054618,0,11,AutoTakeoff,
2200,2025-01-13 04:04:32,0,0,0,,,1050.644054618,0,0,0,0,0,0,16.736,1050.644054618,0,0,0,0,0,-0.223694,60.4, -2.6, 0,0,0,1024,1024,1024,1024,0,0,0,0,59.4,0,0,96,4.182,4.178,4.177,4.178,0,0,3.68,57.92,1050.644054618,0,11,AutoTakeoff,"機体は飛行していません。ビジョンシステムと障害物回避が無効です (Code: 180059)"
2400,2025-01-13 04:04:32,0,0,0,,,1050.644054618,0.328084,0,0,0,0,0,16.875,1050.644054618,0,0,0,0,0,-0.894776,60.4, -1.2, 0,0,0,1024,1024,1024,1024,0,0,0,0,59.5,0,0,96,4.192,4.182,4.176,4.172,0,0,3.395,58.1,1050.644054618,0,11,AutoTakeoff,
