time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2025-01-13 04:37:43,0,0,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1050.4242839417,0.328084,0,0,0,10,2,0,1050.4242839417,0,0,0,0,0,0,54.9, 4.1, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,55.2,0,0,96,4.233,4.232,4.221,4.222,0,0,0,57.92,1050.4242839417,0,41,Motors_Started,"IMU初期化中。IMUデータを復旧します (Code: 1610001A). 送信機が紐付けされていない／紐付けステータスを確認中 (Code: 16100089). 機体は飛行していません。ビジョンシステムと障害物回避が無効です (Code: 180059). GNSS信号が微弱です。ホバリングが不安定です。慎重に飛行してください (Code: 30008). IMU初期化中。IMUデータを復旧します (Code: 1610001A). 送信機が紐付けされていない／紐付けステータスを確認中 ("
200,2025-01-13 04:37:43,0,0,0,,,1050.4242839417,0.328084,0,0,0,10,2,0,1050.4242839417,0,0,0,0,0,0,54.9, 4.1, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,55.2,0,0,96,4.233,4.232,4.221,4.222,0,0,0,57.92,1050.4242839417,0,41,Motors_Started,
400,2025-01-13 04:37:43,0,0,0,,,1050.4242839417,0.328084,0,0,0,10,2,0,1050.4242839417,0,0,0,0,0,0,54.9, 4.1, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,55.2,0,0,96,4.233,4.232,4.221,4.222,0,0,0,57.92,1050.4242839417,0,41,Motors_Started,"機体が高度区域 (500 m)にいます。慎重に飛行してください。 (Code: 190001)"
600,2025-01-13 04:37:44,0,0,0,,,1050.4242839417,0,0,0,0,10,2,0,1050.4242839417,0,0,0,0,0,0,54.9, 4.1, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,55.2,0,0,96,4.233,4.232,4.221,4.222,0,0,0,57.92,1050.4242839417,0,41,Motors_Started,
800,2025-01-13 04:37:44,0,0,0,,,1050.4242839417,0,0,0,0,10,2,0,1050.4242839417,0,0,0,0,0,0,54.9, 4.1, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,55.2,0,0,96,4.233,4.232,4.221,4.222,0,0,0,57.92,1050.4242839417,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 87. Setting new Maximum Flight Altitude to 30m (98 ft)"
1000,2025-01-13 04:37:44,0,0,0,,,1050.4242839417,0,0,0,0,10,2,17.041,1050.4242839417,0,0,0,0,0,0,54.9, 4.1, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,55.2,0,0,96,4.233,4.232,4.221,4.222,0,0,1.862,57.92,1050.4242839417,0,41,Motors_Started,
1200,2025-01-13 04:37:44,0,0,0,,,1050.4242839417,0,0,0,0,10,2,17.041,1050.4242839417,0,0,0,0,0,0,54.8, 4.1, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,55.1,0,0,96,4.233,4.232,4.221,4.222,0,0,1.862,57.92,1050.4242839417,0,41,Motors_Started,
1400,2025-01-13 04:37:44,0,0,0,,,1050.4242839417,0,0,0,0,11,2,17.041,1050.4242839417,0,0,0,0,0,0,54.8, 4.1, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,55.1,0,0,96,4.233,4.232,4.221,4.222,0,0,1.862,57.92,1050.4242839417,0,41,Motors_Started,
1600,2025-01-13 04:37:45,0,0,0,,,1050.4242839417,0,0,0,0,11,2,17.041,1050.4242839417,0,0,0,0,0,0,54.8, 4.1, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,55.1,0,0,96,4.233,4.232,4.221,4.222,0,0,1.862,57.92,1050.4242839417,0,11,AutoTakeoff,
1800,2025-01-13 04:37:45,0,0,0,,,1050.4242839417,0,0,0,0,11,2,17.041,1050.4242839417,0,0,0,0,0,0,54.8, 4.1, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,55.1,0,0,96,4.233,4.232,4.221,4.222,0,0,1.862,57.92,1050.4242839417,0,11,AutoTakeoff,"機体は飛行していません。ビジョンシステムと障害物回避が無効です (Code: 180059)"
