time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
100,2025-01-07 00:41:39,0,0,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1051.0870001702,0.328084,0,0,0,0,0,0,1051.0870001702,0,0,0,0,0,0,66.5, 3.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,66.5,0,0,96,4.146,4.14,4.139,4.148,0,0,0,51.08,1051.0870001702,0,41,Motors_Started,"機体は飛行していません。ビジョンシステムと障害物回避が無効です (Code: 180059)"
300,2025-01-07 00:41:39,0,0,0,,,1051.0870001702,0.328084,0,0,0,0,0,0,1051.0870001702,0,0,0,0,0,0,66.5, 3.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,66.5,0,0,96,4.146,4.14,4.139,4.148,0,0,0,51.08,1051.0870001702,0,41,Motors_Started,
500,2025-01-07 00:41:39,0,0,0,,,1051.0870001702,0,0,0,0,0,0,0,1051.0870001702,0,0,0,0,0,0,66.4, 3.9, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,66.5,0,0,96,4.146,4.14,4.139,4.148,0,0,0,51.08,1051.0870001702,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 83. Setting new Maximum Flight Altitude to 30m (98 ft). GNSSがありません。慎重に飛行してください GNSS信号が微弱です。ホバリングが不安定です。慎重に飛行してください (Code: 30002). 機体は飛行していません。ビジョンシステムと障害物回避が無効です (Code: 180059)"
700,2025-01-07 00:41:40,0,0,0,,,1051.0870001702,0,0,0,0,0,0,0,1051.0870001702,0,0,0,0,0,0,66.6, 3.9, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,66.5,0,0,96,4.146,4.14,4.139,4.148,0,0,0,51.08,1051.0870001702,0,41,Motors_Started,
900,2025-01-07 00:41:40,0,0,0,,,1051.0870001702,0,0,0,0,0,0,0,1051.0870001702,0,0,0,0,0,0,66.6, 3.9, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,66.5,0,0,96,4.146,4.14,4.139,4.148,0,0,0,51.08,1051.0870001702,0,41,Motors_Started,
1100,2025-01-07 00:41:40,0,0,0,,,1051.0870001702,0,0,0,0,0,0,0,1051.0870001702,0,0,0,0,0,0,66.7, 3.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,66.5,0,0,96,4.146,4.14,4.139,4.148,0,0,0,51.08,1051.0870001702,0,41,Motors_Started,
1300,2025-01-07 00:41:40,0,0,0,,,1051.0870001702,0,0,0,0,0,0,0,1051.0870001702,0,0,0,0,0,0,66.6, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,66.5,0,0,96,4.146,4.14,4.139,4.148,0,0,0,51.08,1051.0870001702,0,41,Motors_Started,
1500,2025-01-07 00:41:40,0,0,0,,,1051.0870001702,0,0,0,0,0,0,16.595,1051.0870001702,0,0,0,0,0,0,66.7, 3.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,66.5,0,0,96,4.146,4.14,4.139,4.148,0,0,4.186,51.08,1051.0870001702,0,41,Motors_Started,
1700,2025-01-07 00:41:41,0,0,0,,,1051.0870001702,0,0,0,0,0,0,16.595,1051.0870001702,0,0,0,0,0,0,66.7, 3.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,66.5,0,0,96,4.146,4.14,4.139,4.148,0,0,4.186,51.08,1051.0870001702,0,11,AutoTakeoff,
1900,2025-01-07 00:41:41,0,0,0,,,1051.0870001702,0,0,0,0,0,0,16.595,1051.0870001702,0,0,0,0,0,0,66.8, 3.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,66.5,0,0,96,4.146,4.14,4.139,4.148,0,0,4.186,51.08,1051.0870001702,0,11,AutoTakeoff,"機体は飛行していません。ビジョンシステムと障害物回避が無効です (Code: 180059)"
2100,2025-01-07 00:41:41,0,0,0,,,1051.0870001702,0,0,0,0,0,0,16.595,1051.0870001702,0,0,0,0,0,0,67.1, 0.2, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,66.5,0,0,96,4.146,4.14,4.139,4.148,0,0,4.186,51.08,1051.0870001702,0,11,AutoTakeoff,
2300,2025-01-07 00:41:41,0,0,0,,,1051.0870001702,0,0,0,0,0,0,16.595,1051.0870001702,0,0,0,0,0,-0.671082,67.6, -2.9, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,66.6,0,0,96,4.146,4.14,4.139,4.148,0,0,4.186,51.08,1051.0870001702,0,11,AutoTakeoff,
2500,2025-01-07 00:41:41,0,0,0,,,1051.0870001702,0.328084,0,0,0,0,0,16.681,1051.0870001702,0,0,0,0,0,-0.894776,67.1, 1.3, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,66.6,0,0,96,4.132,4.119,4.113,4.108,0,0,3.421,51.08,1051.0870001702,0,11,AutoTakeoff,
2700,2025-01-07 00:41:42,0,0,0.328084,,,1051.4150841702,0.656168,0,0,0,0,0,16.681,1051.4150841702,0.328084,0,0,0,0,-0.894776,67.4, 2.1, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,66.6,0,0,96,4.132,4.119,4.113,4.108,0,0,3.421,51.08,1051.4150841702,0.328084,11,AutoTakeoff,
