time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
100,2025-01-07 02:03:22,0,0,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1049.4040276754,0.328084,0,0,0,0,0,0,1049.4040276754,0,0,0,0,0,0,51.7, 4.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,51.8,0,0,96,4.229,4.227,4.224,4.226,0,0,0,64.04,1049.4040276754,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 84. Setting new Maximum Flight Altitude to 30m (98 ft) 機体は飛行していません。ビジョンシステムと障害物回避が無効です (Code: 180059)"
300,2025-01-07 02:03:22,0,0,0,,,1049.4040276754,0.328084,0,0,0,0,0,0,1049.4040276754,0,0,0,0,0,0,51.7, 4.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,51.8,0,0,96,4.229,4.227,4.224,4.226,0,0,0,64.04,1049.4040276754,0,41,Motors_Started,飛行中
500,2025-01-07 02:03:22,0,0,0,,,1049.4040276754,0,0,0,0,0,0,0,1049.4040276754,0,0,0,0,0,0,51.7, 4.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,51.8,0,0,96,4.229,4.227,4.224,4.226,0,0,0,64.04,1049.4040276754,0,41,Motors_Started,
700,2025-01-07 02:03:22,0,0,0,,,1049.4040276754,0,0,0,0,0,0,0,1049.4040276754,0,0,0,0,0,0,51.7, 4.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,51.8,0,0,96,4.229,4.227,4.224,4.226,0,0,0,64.04,1049.4040276754,0,41,Motors_Started,"GNSSがありません。慎重に飛行してください GNSS信号が微弱です。ホバリングが不安定です。慎重に飛行してください (Code: 30002). 機体は飛行していません。ビジョンシステムと障害物回避が無効です (Code: 180059)"
900,2025-01-07 02:03:22,0,0,0,,,1049.4040276754,0,0,0,0,0,0,0,1049.4040276754,0,0,0,0,0,0,51.7, 4.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,51.8,0,0,96,4.229,4.227,4.224,4.226,0,0,0,64.04,1049.4040276754,0,41,Motors_Started,
1100,2025-01-07 02:03:22,0,0,0,,,1049.4040276754,0,0,0,0,0,0,16.935,1049.4040276754,0,0,0,0,0,0,51.7, 4.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,51.8,0,0,96,4.229,4.227,4.224,4.226,0,0,2.716,64.04,1049.4040276754,0,41,Motors_Started,
1300,2025-01-07 02:03:23,0,0,0,,,1049.4040276754,0,0,0,0,0,0,16.935,1049.4040276754,0,0,0,0,0,0,51.8, 4.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,51.8,0,0,96,4.229,4.227,4.224,4.226,0,0,2.716,64.04,1049.4040276754,0,41,Motors_Started,
1500,2025-01-07 02:03:23,0,0,0,,,1049.4040276754,0,0,0,0,0,0,16.935,1049.4040276754,0,0,0,0,0,0,51.8, 4.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,51.8,0,0,96,4.229,4.227,4.224,4.226,0,0,2.716,64.04,1049.4040276754,0,41,Motors_Started,
1700,2025-01-07 02:03:23,0,0,0,,,1049.4040276754,0,0,0,0,0,0,16.935,1049.4040276754,0,0,0,0,0,0,51.8, 4.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,51.8,0,0,96,4.229,4.227,4.224,4.226,0,0,2.716,64.04,1049.4040276754,0,11,AutoTakeoff,
1900,2025-01-07 02:03:23,0,0,0,,,1049.4040276754,0,0,0,0,0,0,16.935,1049.4040276754,0,0,0,0,0,0,51.7, 4.1, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,51.8,0,0,96,4.229,4.227,4.224,4.226,0,0,2.716,64.04,1049.4040276754,0,11,AutoTakeoff,
